sentence_id,words,labels
26,cores,I-CPU
26,4GB,B-RAM
26,RAM,I-RAM
26,20GB,B-DISK
26,SSD,I-DISK
26,and,O
26,ExtraIoT20,B-EXTRA_DISK
26,.,O
26,Operating,O
26,system,O
26,CentOS,B-OS
26,7,I-OS
26,network,O
26,public,B-NETWORK
26,IPV4,B-PROTOCOL
26,SSH,B-SSH
26,Key-IoTSecure,I-SSH
26,Firewall-IoTGate,B-FIREWALL
26,.,O
26,Weekly,B-BACKUP
26,backups,O
26,.,O
27,Configure,O
27,a,O
27,NetworkMonitor,B-SERVER
27,server,O
27,with,O
27,a,O
27,Large,B-PLAN
27,plan,I-PLAN
27,in,O
27,the,O
27,Aldebaran,B-DATACENTER
27,data,I-DATACENTER
27,center,I-DATACENTER
27,.,O
27,It,O
27,should,O
27,have,O
27,10,B-CPU
27,CPU,I-CPU
27,cores,I-CPU
27,32GB,B-RAM
27,RAM,I-RAM
27,a,O
27,150GB,B-DISK
27,SSD,I-DISK
27,and,O
27,ExtraNet150,B-EXTRA_DISK
27,.,O
27,OS,O
27,Ubuntu,B-OS
27,18.04,I-OS
27,network,O
27,private,B-NETWORK
27,IPV6,B-PROTOCOL
27,SSH,B-SSH
27,Key-NetMaster,I-SSH
27,and,O
27,Firewall-NetSafe,B-FIREWALL
27,.,O
27,Daily,B-BACKUP
27,backups,O
27,.,O
28,Need,O
28,a,O
28,Medium,B-PLAN
28,AppTesting,B-SERVER
28,server,O
28,in,O
28,the,O
28,Castor,B-DATACENTER
28,data,I-DATACENTER
28,center,I-DATACENTER
28,.,O
28,Specifications,O
28,4,B-CPU
28,CPU,I-CPU
28,cores,I-CPU
28,8GB,B-RAM
28,RAM,I-RAM
28,50GB,B-DISK
28,SSD,I-DISK
28,and,O
28,an,O
28,ExtraTest50,B-EXTRA_DISK
28,.,O
28,Preferred,O
28,OS,O
28,Windows,B-OS
28,Server,I-OS
28,2016,I-OS
28,network,O
28,public,B-NETWORK
28,IPV4,B-PROTOCOL
28,SSH,B-SSH
28,Key-AppTestKey,I-SSH
28,and,O
28,Firewall-AppTestWall,B-FIREWALL
28,.,O
28,Monthly,B-BACKUP
28,backups,O
28,.,O
29,Request,O
29,a,O
29,GraphicRender,B-SERVER
29,server,O
29,in,O
29,the,O
29,Electra,B-DATACENTER
29,data,I-DATACENTER
29,center,I-DATACENTER
29,under,O
29,a,O
29,Large,B-PLAN
29,plan,I-PLAN
29,.,O
29,It,O
29,needs,O
29,12,B-CPU
29,CPU,I-CPU
29,cores,I-CPU
29,48GB,B-RAM
29,RAM,I-RAM
29,and,O
29,a,O
29,200GB,B-DISK
29,SSD,I-DISK
29,plus,O
29,an,O
29,ExtraGraphic200,B-EXTRA_DISK
29,.,O
29,The,O
29,operating,O
29,system,O
29,should,O
29,be,O
29,CentOS,B-OS
29,8,I-OS
29,with,O
29,a,O
29,public,B-NETWORK
29,IPV4,B-PROTOCOL
29,network,O
29,address,O
29,.,O
29,Implement,O
29,SSH,B-SSH
29,Key-GraphicAccess,I-SSH
29,and,O
29,Firewall-GraphicDefender,B-FIREWALL
29,.,O
29,Schedule,O
29,the,O
29,backups,O
29,to,O
29,be,O
29,daily,B-BACKUP
29,.,O
30,Set,O
30,up,O
30,a,O
30,Small,B-PLAN
30,ClientDB,B-SERVER
30,server,O
30,in,O
30,the,O
30,Mira,B-DATACENTER
30,data,I-DATACENTER
30,center,I-DATACENTER
30,.,O
30,It,O
30,should,O
30,have,O
30,2,B-CPU
30,CPU,I-CPU
30,cores,I-CPU
30,4GB,B-RAM
30,RAM,I-RAM
30,and,O
30,a,O
30,primary,O
30,30GB,B-DISK
30,SSD,I-DISK
30,with,O
30,an,O
30,ExtraDB30,B-EXTRA_DISK
30,for,O
30,backup,O
30,.,O
30,The,O
30,server,O
30,needs,O
30,to,O
30,run,O
30,Debian,B-OS
30,12,I-OS
30,with,O
30,a,O
30,private,B-NETWORK
30,IPV6,B-PROTOCOL
30,network,O
30,address,O
30,.,O
30,Include,O
30,SSH,B-SSH
30,Key-DBSecure,I-SSH
30,and,O
30,Firewall-DBShield,B-FIREWALL
30,.,O
30,Opt,O
30,for,O
30,weekly,B-BACKUP
30,backups,O
30,.,O
31,Deploy,O
31,a,O
31,server,O
31,AnalyticsVM03,B-SERVER
31,under,O
31,a,O
31,Medium,B-PLAN
31,plan,I-PLAN
31,in,O
31,the,O
31,Vela,B-DATACENTER
31,data,I-DATACENTER
31,center,I-DATACENTER
31,.,O
31,Specifications,O
31,4,B-CPU
31,CPU,I-CPU
31,cores,I-CPU
31,8GB,B-RAM
31,RAM,I-RAM
31,40GB,B-DISK
31,SSD,I-DISK
31,and,O
31,an,O
31,ExtraAnalytic40,B-EXTRA_DISK
31,.,O
31,Preferred,O
31,OS,O
31,is,O
31,Ubuntu,B-OS
31,20.04,I-OS
31,with,O
31,a,O
31,private,B-NETWORK
31,IPV4,B-PROTOCOL
31,network,O
31,.,O
31,Add,O
31,SSH,B-SSH
31,Key-Analytic03,I-SSH
31,for,O
31,access,O
31,and,O
31,Firewall-AnalyticGate,B-FIREWALL
31,for,O
31,security,O
31,.,O
31,Monthly,B-BACKUP
31,backups,O
31,are,O
31,essential,O
31,.,O
32,Create,O
32,a,O
32,Large,B-PLAN
32,CloudHost,B-SERVER
32,server,O
32,in,O
32,the,O
32,Regulus,B-DATACENTER
32,data,I-DATACENTER
32,center,I-DATACENTER
32,.,O
32,It,O
32,should,O
32,be,O
32,equipped,O
32,with,O
32,10,B-CPU
32,CPU,I-CPU
32,cores,I-CPU
32,64GB,B-RAM
32,RAM,I-RAM
32,and,O
32,a,O
32,250GB,B-DISK
32,SSD,I-DISK
32,.,O
32,Add,O
32,ExtraCloud250,B-EXTRA_DISK
32,for,O
32,additional,O
32,storage,O
32,.,O
32,The,O
32,operating,O
32,system,O
32,must,O
32,be,O
32,Windows,B-OS
32,Server,I-OS
32,2019,I-OS
32,with,O
32,a,O
32,public,B-NETWORK
32,IPV6,B-PROTOCOL
32,network,O
32,.,O
32,Attach,O
32,SSH,B-SSH
32,Key-CloudMaster,I-SSH
32,and,O
32,Firewall-CloudBarrier,B-FIREWALL
32,for,O
32,security,O
32,.,O
32,Daily,B-BACKUP
32,backups,O
32,are,O
32,required,O
32,.,O
33,We,O
33,need,O
33,a,O
33,Small,B-PLAN
33,TestEnv,B-SERVER
33,server,O
33,in,O
33,the,O
33,Mirfak,B-DATACENTER
33,data,I-DATACENTER
33,center,I-DATACENTER
33,.,O
33,The,O
33,server,O
33,should,O
33,have,O
33,2,B-CPU
33,CPU,I-CPU
33,cores,I-CPU
33,4GB,B-RAM
33,RAM,I-RAM
33,a,O
33,20GB,B-DISK
33,SSD,I-DISK
33,and,O
33,an,O
33,ExtraTest20,B-EXTRA_DISK
33,disk,O
33,.,O
33,Install,O
33,CentOS,B-OS
33,7,I-OS
33,for,O
33,the,O
33,operating,O
33,system,O
33,ensure,O
33,a,O
33,private,B-NETWORK
33,IPV4,B-PROTOCOL
33,network,O
33,address,O
33,and,O
33,include,O
33,SSH,B-SSH
33,Key-TestAccess,I-SSH
33,and,O
33,Firewall-TestProtect,B-FIREWALL
33,.,O
33,Weekly,B-BACKUP
33,backups,O
33,preferred,O
33,.,O
34,Order,O
34,a,O
34,DataMining,B-SERVER
34,server,O
34,with,O
34,a,O
34,Medium,B-PLAN
34,plan,I-PLAN
34,in,O
34,the,O
34,Alphard,B-DATACENTER
34,data,I-DATACENTER
34,center,I-DATACENTER
34,.,O
34,It,O
34,needs,O
34,6,B-CPU
34,CPU,I-CPU
34,cores,I-CPU
34,16GB,B-RAM
34,RAM,I-RAM
34,a,O
34,60GB,B-DISK
34,SSD,I-DISK
34,and,O
34,an,O
34,extra,O
34,disk,O
34,MineExtra60,B-EXTRA_DISK
34,.,O
34,The,O
34,server,O
34,should,O
34,run,O
34,on,O
34,Ubuntu,B-OS
34,18.04,I-OS
34,.,O
34,Ensure,O
34,it,O
34,has,O
34,a,O
34,public,B-NETWORK
34,network,O
34,address,O
34,using,O
34,IPV6,B-PROTOCOL
34,and,O
34,attach,O
34,SSH,B-SSH
34,Key-MineSecure,I-SSH
34,for,O
34,access,O
34,and,O
34,Firewall-MineGuard,B-FIREWALL
34,for,O
34,security,O
34,.,O
34,Set,O
34,the,O
34,backup,O
34,schedule,O
34,to,O
34,be,O
34,monthly,B-BACKUP
34,.,O
35,Establish,O
35,a,O
35,server,O
35,titled,O
35,CloudAnalytics,B-SERVER
35,in,O
35,the,O
35,Electra,B-DATACENTER
35,data,I-DATACENTER
35,center,I-DATACENTER
35,under,O
35,a,O
35,Medium,B-PLAN
35,plan,I-PLAN
35,.,O
35,The,O
35,server,O
35,should,O
35,feature,O
35,6,B-CPU
35,CPU,I-CPU
35,cores,I-CPU
35,12GB,B-RAM
35,RAM,I-RAM
35,a,O
35,70GB,B-DISK
35,SSD,I-DISK
35,and,O
35,an,O
35,additional,O
35,disk,O
35,ExtraAnalytic70,B-EXTRA_DISK
35,.,O
35,For,O
35,the,O
35,operating,O
35,system,O
35,opt,O
35,for,O
35,Ubuntu,B-OS
35,20.04,I-OS
35,.,O
35,Ensure,O
35,a,O
35,public,B-NETWORK
35,network,O
35,address,O
35,using,O
35,IPV4,B-PROTOCOL
35,protocol,O
35,secure,O
35,it,O
35,with,O
35,SSH,B-SSH
35,Key-AnalyticGate,I-SSH
35,and,O
35,implement,O
35,Firewall-AnalyticSecure,B-FIREWALL
35,.,O
35,The,O
35,backup,O
35,schedule,O
35,should,O
35,be,O
35,set,O
35,to,O
35,weekly,B-BACKUP
35,.,O
36,I,O
36,require,O
36,a,O
36,Large,B-PLAN
36,plan,I-PLAN
36,server,O
36,DataWarehouse01,B-SERVER
36,in,O
36,the,O
36,Mira,B-DATACENTER
36,data,I-DATACENTER
36,center,I-DATACENTER
36,.,O
36,Equip,O
36,it,O
36,with,O
36,10,B-CPU
36,CPU,I-CPU
36,cores,I-CPU
36,48GB,B-RAM
36,RAM,I-RAM
36,a,O
36,primary,O
36,disk,O
36,of,O
36,200GB,B-DISK
36,SSD,I-DISK
36,and,O
36,an,O
36,ExtraData200,B-EXTRA_DISK
36,disk,O
36,.,O
36,The,O
36,server,O
36,should,O
36,run,O
36,Debian,B-OS
36,11,I-OS
36,.,O
36,A,O
36,private,B-NETWORK
36,network,O
36,address,O
36,with,O
36,IPV6,B-PROTOCOL
36,protocol,O
36,is,O
36,necessary,O
36,along,O
36,with,O
36,SSH,B-SSH
36,Key-WarehouseAccess,I-SSH
36,and,O
36,Firewall-DataW,B-FIREWALL
36,.,O
36,Arrange,O
36,for,O
36,daily,B-BACKUP
36,backups,O
36,.,O
37,Create,O
37,a,O
37,Small,B-PLAN
37,plan,I-PLAN
37,server,O
37,DevToolbox,B-SERVER
37,in,O
37,the,O
37,Regulus,B-DATACENTER
37,data,I-DATACENTER
37,center,I-DATACENTER
37,.,O
37,It,O
37,needs,O
37,3,B-CPU
37,CPU,I-CPU
37,cores,I-CPU
37,6GB,B-RAM
37,RAM,I-RAM
37,and,O
37,a,O
37,35GB,B-DISK
37,SSD,I-DISK
37,.,O
37,Attach,O
37,ExtraDev35,B-EXTRA_DISK
37,for,O
37,more,O
37,storage,O
37,.,O
37,The,O
37,operating,O
37,system,O
37,should,O
37,be,O
37,CentOS,B-OS
37,8,I-OS
37,.,O
37,A,O
37,public,B-NETWORK
37,network,O
37,address,O
37,using,O
37,IPV4,B-PROTOCOL
37,is,O
37,preferred,O
37,with,O
37,SSH,B-SSH
37,Key-DevTool,I-SSH
37,for,O
37,access,O
37,and,O
37,Firewall-DevShield,B-FIREWALL
37,for,O
37,security,O
37,.,O
37,Opt,O
37,for,O
37,monthly,B-BACKUP
37,backups,O
37,.,O
38,Deploy,O
38,a,O
38,server,O
38,named,O
38,MediaRender,B-SERVER
38,with,O
38,a,O
38,Medium,B-PLAN
38,plan,I-PLAN
38,in,O
38,the,O
38,Vega,B-DATACENTER
38,data,I-DATACENTER
38,center,I-DATACENTER
38,.,O
38,It,O
38,should,O
38,be,O
38,configured,O
38,with,O
38,5,B-CPU
38,CPU,I-CPU
38,cores,I-CPU
38,10GB,B-RAM
38,RAM,I-RAM
38,and,O
38,a,O
38,primary,O
38,disk,O
38,of,O
38,60GB,B-DISK
38,SSD,I-DISK
38,.,O
38,Add,O
38,an,O
38,ExtraMedia60,B-EXTRA_DISK
38,disk,O
38,for,O
38,backup,O
38,storage,O
38,.,O
38,The,O
38,operating,O
38,system,O
38,should,O
38,be,O
38,Windows,B-OS
38,Server,I-OS
38,2019,I-OS
38,.,O
38,The,O
38,server's,O
38,network,O
38,address,O
38,needs,O
38,to,O
38,be,O
38,private,B-NETWORK
38,utilizing,O
38,IPV6,B-PROTOCOL
38,.,O
38,Attach,O
38,SSH,B-SSH
38,Key-Media01,I-SSH
38,and,O
38,secure,O
38,it,O
38,with,O
38,Firewall-MediaGuard,B-FIREWALL
38,.,O
38,Set,O
38,for,O
38,weekly,B-BACKUP
38,backups,O
38,.,O
39,Set,O
39,up,O
39,a,O
39,LogAnalysis,B-SERVER
39,server,O
39,under,O
39,a,O
39,Large,B-PLAN
39,plan,I-PLAN
39,in,O
39,the,O
39,Proxima,B-DATACENTER
39,data,I-DATACENTER
39,center,I-DATACENTER
39,.,O
39,Specifications,O
39,8,B-CPU
39,CPU,I-CPU
39,cores,I-CPU
39,16GB,B-RAM
39,RAM,I-RAM
39,120GB,B-DISK
39,SSD,I-DISK
39,plus,O
39,an,O
39,ExtraLog120,B-EXTRA_DISK
39,disk,O
39,.,O
39,Use,O
39,Ubuntu,B-OS
39,18.04,I-OS
39,for,O
39,the,O
39,OS,O
39,a,O
39,public,B-NETWORK
39,IPV4,B-PROTOCOL
39,network,O
39,address,O
39,SSH,B-SSH
39,Key-LogSecure,I-SSH
39,and,O
39,Firewall-LogDefender,B-FIREWALL
39,.,O
39,Daily,B-BACKUP
39,backups,O
39,are,O
39,required,O
39,.,O
40,I,O
40,need,O
40,a,O
40,Medium,B-PLAN
40,server,O
40,CodeRepo,B-SERVER
40,in,O
40,the,O
40,Sirius,B-DATACENTER
40,data,I-DATACENTER
40,center,I-DATACENTER
40,.,O
40,Equip,O
40,it,O
40,with,O
40,4,B-CPU
40,CPU,I-CPU
40,cores,I-CPU
40,8GB,B-RAM
40,RAM,I-RAM
40,a,O
40,50GB,B-DISK
40,SSD,I-DISK
40,and,O
40,an,O
40,ExtraRepo50,B-EXTRA_DISK
40,.,O
40,The,O
40,system,O
40,should,O
40,run,O
40,Debian,B-OS
40,10,I-OS
40,.,O
40,Ensure,O
40,a,O
40,private,B-NETWORK
40,network,O
40,address,O
40,using,O
40,the,O
40,IPV6,B-PROTOCOL
40,protocol,O
40,.,O
40,Use,O
40,SSH,B-SSH
40,Key-RepoAccess,I-SSH
40,and,O
40,Firewall-RepoSafe,B-FIREWALL
40,for,O
40,security,O
40,.,O
40,Monthly,B-BACKUP
40,backups,O
40,.,O
41,Configure,O
41,a,O
41,server,O
41,BackupNode,B-SERVER
41,in,O
41,the,O
41,Altair,B-DATACENTER
41,data,I-DATACENTER
41,center,I-DATACENTER
41,under,O
41,a,O
41,Small,B-PLAN
41,plan,I-PLAN
41,.,O
41,It,O
41,should,O
41,have,O
41,2,B-CPU
41,CPU,I-CPU
41,cores,I-CPU
41,4GB,B-RAM
41,RAM,I-RAM
41,and,O
41,a,O
41,25GB,B-DISK
41,SSD,I-DISK
41,.,O
41,Attach,O
41,ExtraBackup25,B-EXTRA_DISK
41,for,O
41,additional,O
41,space,O
41,.,O
41,The,O
41,operating,O
41,system,O
41,should,O
41,be,O
41,CentOS,B-OS
41,7,I-OS
41,.,O
41,The,O
41,network,O
41,address,O
41,should,O
41,be,O
41,public,B-NETWORK
41,using,O
41,IPV4,B-PROTOCOL
41,protocol,O
41,.,O
41,Include,O
41,SSH,B-SSH
41,Key-BackupKey,I-SSH
41,and,O
41,Firewall-BackupGate,B-FIREWALL
41,for,O
41,security,O
41,.,O
41,Weekly,B-BACKUP
41,backups,O
41,are,O
41,preferred,O
41,.,O
42,Please,O
42,set,O
42,up,O
42,a,O
42,FileHost01,B-SERVER
42,server,O
42,in,O
42,the,O
42,Deneb,B-DATACENTER
42,data,I-DATACENTER
42,center,I-DATACENTER
42,with,O
42,a,O
42,Large,B-PLAN
42,plan,I-PLAN
42,.,O
42,The,O
42,server,O
42,must,O
42,feature,O
42,12,B-CPU
42,CPU,I-CPU
42,cores,I-CPU
42,64GB,B-RAM
42,RAM,I-RAM
42,a,O
42,primary,O
42,250GB,B-DISK
42,SSD,I-DISK
42,and,O
42,an,O
42,ExtraFile250,B-EXTRA_DISK
42,.,O
42,Install,O
42,Windows,B-OS
42,Server,I-OS
42,2016,I-OS
42,ensure,O
42,a,O
42,private,B-NETWORK
42,IPV6,B-PROTOCOL
42,network,O
42,address,O
42,.,O
42,attach,O
42,SSH,B-SSH
42,Key-FileMaster,I-SSH
42,and,O
42,Firewall-FileShield,B-FIREWALL
42,.,O
42,Opt,O
42,for,O
42,daily,B-BACKUP
42,backups,O
42,.,O
43,Deploy,O
43,a,O
43,Small,B-PLAN
43,plan,I-PLAN
43,WebPortal,B-SERVER
43,server,O
43,in,O
43,the,O
43,Betelgeuse,B-DATACENTER
43,data,I-DATACENTER
43,center,I-DATACENTER
43,.,O
43,Specifications,O
43,3,B-CPU
43,CPU,I-CPU
43,cores,I-CPU
43,6GB,B-RAM
43,RAM,I-RAM
43,40GB,B-DISK
43,SSD,I-DISK
43,and,O
43,an,O
43,ExtraWeb40,B-EXTRA_DISK
43,.,O
43,Preferred,O
43,OS,O
43,is,O
43,Ubuntu,B-OS
43,20.04,I-OS
43,with,O
43,a,O
43,public,B-NETWORK
43,IPV6,B-PROTOCOL
43,network,O
43,address,O
43,.,O
43,Include,O
43,SSH,B-SSH
43,Key-PortalAccess,I-SSH
43,and,O
43,Firewall-WebProtect,B-FIREWALL
43,.,O
43,Schedule,O
43,weekly,B-BACKUP
43,backups,O
43,.,O
44,Set,O
44,up,O
44,a,O
44,DevOpsCore,B-SERVER
44,server,O
44,under,O
44,a,O
44,Medium,B-PLAN
44,plan,I-PLAN
44,in,O
44,the,O
44,Rigel,B-DATACENTER
44,data,I-DATACENTER
44,center,I-DATACENTER
44,.,O
44,It,O
44,needs,O
44,5,B-CPU
44,CPU,I-CPU
44,cores,I-CPU
44,10GB,B-RAM
44,RAM,I-RAM
44,a,O
44,60GB,B-DISK
44,SSD,I-DISK
44,and,O
44,an,O
44,ExtraDevOps60,B-EXTRA_DISK
44,disk,O
44,.,O
44,The,O
44,server,O
44,should,O
44,run,O
44,on,O
44,CentOS,B-OS
44,8,I-OS
44,.,O
44,A,O
44,private,B-NETWORK
44,network,O
44,address,O
44,using,O
44,IPV4,B-PROTOCOL
44,is,O
44,necessary,O
44,along,O
44,with,O
44,SSH,B-SSH
44,Key-DevOpsKey,I-SSH
44,and,O
44,Firewall-DevOpsGuard,B-FIREWALL
44,.,O
44,Arrange,O
44,for,O
44,monthly,B-BACKUP
44,backups,O
44,.,O
45,Establish,O
45,a,O
45,DataSync02,B-SERVER
45,server,O
45,in,O
45,the,O
45,Spica,B-DATACENTER
45,data,I-DATACENTER
45,center,I-DATACENTER
45,with,O
45,a,O
45,Large,B-PLAN
45,plan,I-PLAN
45,.,O
45,It,O
45,should,O
45,have,O
45,10,B-CPU
45,CPU,I-CPU
45,cores,I-CPU
45,32GB,B-RAM
45,RAM,I-RAM
45,a,O
45,150GB,B-DISK
45,SSD,I-DISK
45,and,O
45,an,O
45,additional,O
45,disk,O
45,DataExtra150,B-EXTRA_DISK
45,.,O
45,Install,O
45,Debian,B-OS
45,11,I-OS
45,ensure,O
45,a,O
45,public,B-NETWORK
45,IPV4,B-PROTOCOL
45,network,O
45,address,O
45,.,O
45,add,O
45,SSH,B-SSH
45,Key-Sync02,I-SSH
45,and,O
45,Firewall-DataSafe,B-FIREWALL
45,.,O
45,Daily,B-BACKUP
45,backups,O
45,are,O
45,required,O
45,.,O
46,I,O
46,require,O
46,a,O
46,server,O
46,named,O
46,RenderFarm02,B-SERVER
46,in,O
46,the,O
46,Orion,B-DATACENTER
46,data,I-DATACENTER
46,center,I-DATACENTER
46,with,O
46,a,O
46,Medium,B-PLAN
46,plan,I-PLAN
46,.,O
46,Equip,O
46,it,O
46,with,O
46,6,B-CPU
46,CPU,I-CPU
46,cores,I-CPU
46,16GB,B-RAM
46,RAM,I-RAM
46,a,O
46,75GB,B-DISK
46,SSD,I-DISK
46,and,O
46,ExtraRender75,B-EXTRA_DISK
46,.,O
46,The,O
46,server,O
46,should,O
46,run,O
46,Ubuntu,B-OS
46,18.04,I-OS
46,.,O
46,The,O
46,network,O
46,address,O
46,should,O
46,be,O
46,private,B-NETWORK
46,utilizing,O
46,IPV6,B-PROTOCOL
46,protocol,O
46,.,O
46,Use,O
46,SSH,B-SSH
46,Key-RenderAccess,I-SSH
46,and,O
46,Firewall-RenderSecure,B-FIREWALL
46,.,O
46,Set,O
46,for,O
46,weekly,B-BACKUP
46,backups,O
46,.,O
47,Create,O
47,a,O
47,TestServer,B-SERVER
47,in,O
47,the,O
47,Antares,B-DATACENTER
47,data,I-DATACENTER
47,center,I-DATACENTER
47,under,O
47,a,O
47,Small,B-PLAN
47,plan,I-PLAN
47,.,O
47,It,O
47,needs,O
47,2,B-CPU
47,CPU,I-CPU
47,cores,I-CPU
47,4GB,B-RAM
47,RAM,I-RAM
47,and,O
47,a,O
47,30GB,B-DISK
47,SSD,I-DISK
47,.,O
47,Add,O
47,an,O
47,ExtraTest30,B-EXTRA_DISK
47,for,O
47,additional,O
47,storage,O
47,.,O
47,The,O
47,operating,O
47,system,O
47,should,O
47,be,O
47,Windows,B-OS
47,Server,I-OS
47,2019,I-OS
47,.,O
47,Ensure,O
47,a,O
47,public,B-NETWORK
47,network,O
47,address,O
47,with,O
47,IPV4,B-PROTOCOL
47,and,O
47,include,O
47,SSH,B-SSH
47,Key-TestSecure,I-SSH
47,and,O
47,Firewall-TestGuard,B-FIREWALL
47,.,O
47,Opt,O
47,for,O
47,monthly,B-BACKUP
47,backups,O
47,.,O
48,Deploy,O
48,a,O
48,BatchProcess,B-SERVER
48,server,O
48,in,O
48,the,O
48,Capella,B-DATACENTER
48,data,I-DATACENTER
48,center,I-DATACENTER
48,with,O
48,a,O
48,Large,B-PLAN
48,plan,I-PLAN
48,.,O
48,It,O
48,should,O
48,have,O
48,12,B-CPU
48,CPU,I-CPU
48,cores,I-CPU
48,48GB,B-RAM
48,RAM,I-RAM
48,a,O
48,200GB,B-DISK
48,SSD,I-DISK
48,and,O
48,ExtraBatch200,B-EXTRA_DISK
48,.,O
48,OS,O
48,Debian,B-OS
48,10,I-OS
48,network,O
48,private,B-NETWORK
48,IPV6,B-PROTOCOL
48,SSH,B-SSH
48,Key-BatchKey,I-SSH
48,and,O
48,Firewall-BatchSafe,B-FIREWALL
48,.,O
48,Daily,B-BACKUP
48,backups,O
48,.,O
49,Request,O
49,a,O
49,Medium,B-PLAN
49,AppDeploy,B-SERVER
49,server,O
49,in,O
49,the,O
49,Aldebaran,B-DATACENTER
49,data,I-DATACENTER
49,center,I-DATACENTER
49,.,O
49,Specifications,O
49,5,B-CPU
49,CPU,I-CPU
49,cores,I-CPU
49,12GB,B-RAM
49,RAM,I-RAM
49,60GB,B-DISK
49,SSD,I-DISK
49,and,O
49,ExtraApp60,B-EXTRA_DISK
49,.,O
49,The,O
49,server,O
49,should,O
49,run,O
49,on,O
49,CentOS,B-OS
49,7,I-OS
49,with,O
49,a,O
49,public,B-NETWORK
49,IPV4,B-PROTOCOL
49,network,O
49,address,O
49,SSH,B-SSH
49,Key-AppSecure,I-SSH
49,and,O
49,Firewall-AppDefend,B-FIREWALL
49,.,O
49,Monthly,B-BACKUP
49,backups,O
49,.,O
50,Set,O
50,up,O
50,a,O
50,CloudCompute,B-SERVER
50,server,O
50,under,O
50,a,O
50,Small,B-PLAN
50,plan,I-PLAN
50,in,O
50,the,O
50,Pollux,B-DATACENTER
50,data,I-DATACENTER
50,center,I-DATACENTER
50,.,O
50,Require,O
50,3,B-CPU
50,CPU,I-CPU
50,cores,I-CPU
50,6GB,B-RAM
50,RAM,I-RAM
50,and,O
50,a,O
50,35GB,B-DISK
50,SSD,I-DISK
50,along,O
50,with,O
50,ExtraCloud35,B-EXTRA_DISK
50,.,O
50,OS,O
50,preference,O
50,is,O
50,Ubuntu,B-OS
50,20.04,I-OS
50,with,O
50,a,O
50,private,B-NETWORK
50,IPV6,B-PROTOCOL
50,address,O
50,SSH,B-SSH
50,Key-CloudKey,I-SSH
50,and,O
50,Firewall-CloudGate,B-FIREWALL
50,.,O
50,Weekly,B-BACKUP
50,backups,O
50,.,O
51,Establish,O
51,a,O
51,DataAnalysis,B-SERVER
51,server,O
51,in,O
51,the,O
51,Procyon,B-DATACENTER
51,data,I-DATACENTER
51,center,I-DATACENTER
51,with,O
51,a,O
51,Large,B-PLAN
51,plan,I-PLAN
51,.,O
51,It,O
51,needs,O
51,10,B-CPU
51,CPU,I-CPU
51,cores,I-CPU
51,32GB,B-RAM
51,RAM,I-RAM
51,160GB,B-DISK
51,SSD,I-DISK
51,and,O
51,an,O
51,extra,O
