sentence_id,words,labels
51,disk,O
51,AnalysisExtra160,B-EXTRA_DISK
51,.,O
51,Install,O
51,Windows,B-OS
51,Server,I-OS
51,2019,I-OS
51,ensure,O
51,a,O
51,public,B-NETWORK
51,IPV4,B-PROTOCOL
51,network,O
51,address,O
51,.,O
51,secure,O
51,it,O
51,with,O
51,SSH,B-SSH
51,Key-AnalyseAccess,I-SSH
51,and,O
51,Firewall-DataAnalyse,B-FIREWALL
51,.,O
51,Opt,O
51,for,O
51,daily,B-BACKUP
51,backups,O
51,.,O
52,I,O
52,need,O
52,a,O
52,Medium,B-PLAN
52,WebServer02,B-SERVER
52,in,O
52,the,O
52,Vega,B-DATACENTER
52,data,I-DATACENTER
52,center,I-DATACENTER
52,.,O
52,It,O
52,should,O
52,have,O
52,4,B-CPU
52,CPU,I-CPU
52,cores,I-CPU
52,8GB,B-RAM
52,RAM,I-RAM
52,a,O
52,50GB,B-DISK
52,SSD,I-DISK
52,and,O
52,ExtraWeb50,B-EXTRA_DISK
52,.,O
52,The,O
52,operating,O
52,system,O
52,should,O
52,be,O
52,Debian,B-OS
52,11,I-OS
52,.,O
52,A,O
52,private,B-NETWORK
52,IPV6,B-PROTOCOL
52,network,O
52,address,O
52,is,O
52,required,O
52,along,O
52,with,O
52,SSH,B-SSH
52,Key-WebMaster,I-SSH
52,and,O
52,Firewall-WebSafe,B-FIREWALL
52,.,O
52,Monthly,B-BACKUP
52,backups,O
52,.,O
53,Configure,O
53,a,O
53,server,O
53,IoTHub,B-SERVER
53,in,O
53,the,O
53,Sirius,B-DATACENTER
53,data,I-DATACENTER
53,center,I-DATACENTER
53,under,O
53,a,O
53,Small,B-PLAN
53,plan,I-PLAN
53,.,O
53,Specifications,O
53,2,B-CPU
53,CPU,I-CPU
53,cores,I-CPU
53,4GB,B-RAM
53,RAM,I-RAM
53,20GB,B-DISK
53,SSD,I-DISK
53,plus,O
53,ExtraIoT20,B-EXTRA_DISK
53,.,O
53,Use,O
53,CentOS,B-OS
53,8,I-OS
53,ensure,O
53,a,O
53,public,B-NETWORK
53,IPV4,B-PROTOCOL
53,network,O
53,address,O
53,.,O
53,attach,O
53,SSH,B-SSH
53,Key-IoTAccess,I-SSH
53,and,O
53,equip,O
53,with,O
53,Firewall-IoTProtect,B-FIREWALL
53,.,O
53,Weekly,B-BACKUP
53,backups,O
53,.,O
54,Deploy,O
54,a,O
54,DataMart,B-SERVER
54,server,O
54,with,O
54,a,O
54,Medium,B-PLAN
54,plan,I-PLAN
54,in,O
54,the,O
54,Altair,B-DATACENTER
54,data,I-DATACENTER
54,center,I-DATACENTER
54,.,O
54,It,O
54,should,O
54,include,O
54,6,B-CPU
54,CPU,I-CPU
54,cores,I-CPU
54,12GB,B-RAM
54,RAM,I-RAM
54,a,O
54,70GB,B-DISK
54,SSD,I-DISK
54,and,O
54,an,O
54,ExtraDataMart70,B-EXTRA_DISK
54,.,O
54,Operating,O
54,system,O
54,Ubuntu,B-OS
54,18.04,I-OS
54,network,O
54,private,B-NETWORK
54,IPV6,B-PROTOCOL
54,SSH,B-SSH
54,Key-DataMartKey,I-SSH
54,and,O
54,Firewall-DataMartGuard,B-FIREWALL
54,.,O
54,Monthly,B-BACKUP
54,backups,O
54,.,O
55,Provision,O
55,a,O
55,server,O
55,NetScan01,B-SERVER
55,in,O
55,the,O
55,Lyra,B-DATACENTER
55,data,I-DATACENTER
55,center,I-DATACENTER
55,under,O
55,a,O
55,Small,B-PLAN
55,plan,I-PLAN
55,.,O
55,It,O
55,should,O
55,feature,O
55,3,B-CPU
55,CPU,I-CPU
55,cores,I-CPU
55,6GB,B-RAM
55,RAM,I-RAM
55,and,O
55,a,O
55,40GB,B-DISK
55,SSD,I-DISK
55,.,O
55,Add,O
55,an,O
55,ExtraNet40,B-EXTRA_DISK
55,disk,O
55,.,O
55,Operating,O
55,system,O
55,preference,O
55,is,O
55,Windows,B-OS
55,Server,I-OS
55,2022,I-OS
55,with,O
55,a,O
55,public,B-NETWORK
55,IPV6,B-PROTOCOL
55,network,O
55,address,O
55,.,O
55,Include,O
55,SSH,B-SSH
55,Key-ScanSecure,I-SSH
55,for,O
55,access,O
55,and,O
55,Firewall-NetGuard,B-FIREWALL
55,for,O
55,security,O
55,.,O
55,Set,O
55,the,O
55,backup,O
55,schedule,O
55,to,O
55,be,O
55,weekly,B-BACKUP
55,.,O
56,I,O
56,need,O
56,a,O
56,server,O
56,titled,O
56,DevAnalysis,B-SERVER
56,in,O
56,the,O
56,Orion,B-DATACENTER
56,data,I-DATACENTER
56,center,I-DATACENTER
56,with,O
56,a,O
56,Medium,B-PLAN
56,plan,I-PLAN
56,.,O
56,Equip,O
56,it,O
56,with,O
56,5,B-CPU
56,CPU,I-CPU
56,cores,I-CPU
56,10GB,B-RAM
56,RAM,I-RAM
56,and,O
56,a,O
56,primary,O
56,disk,O
56,of,O
56,60GB,B-DISK
56,SSD,I-DISK
56,plus,O
56,an,O
56,ExtraDev60,B-EXTRA_DISK
56,disk,O
56,.,O
56,The,O
56,server,O
56,should,O
56,run,O
56,on,O
56,CentOS,B-OS
56,7,I-OS
56,.,O
56,Ensure,O
56,a,O
56,private,B-NETWORK
56,network,O
56,address,O
56,using,O
56,IPV4,B-PROTOCOL
56,protocol,O
56,.,O
56,attach,O
56,SSH,B-SSH
56,Key-Analysis01,I-SSH
56,and,O
56,use,O
56,Firewall-DevAnalytic,B-FIREWALL
56,for,O
56,protection,O
56,.,O
56,Opt,O
56,for,O
56,monthly,B-BACKUP
56,backups,O
56,.,O
57,Configure,O
57,a,O
57,Large,B-PLAN
57,server,O
57,DataRender,B-SERVER
57,in,O
57,the,O
57,Castor,B-DATACENTER
57,data,I-DATACENTER
57,center,I-DATACENTER
57,.,O
57,It,O
57,should,O
57,have,O
57,12,B-CPU
57,CPU,I-CPU
57,cores,I-CPU
57,64GB,B-RAM
57,RAM,I-RAM
57,and,O
57,a,O
57,250GB,B-DISK
57,SSD,I-DISK
57,complemented,O
57,by,O
57,an,O
57,additional,O
57,disk,O
57,RenderExtra250,B-EXTRA_DISK
57,.,O
57,The,O
57,operating,O
57,system,O
57,must,O
57,be,O
57,Ubuntu,B-OS
57,20.04,I-OS
57,.,O
57,A,O
57,public,B-NETWORK
57,network,O
57,address,O
57,with,O
57,IPV4,B-PROTOCOL
57,protocol,O
57,is,O
57,preferred,O
57,.,O
57,Secure,O
57,the,O
57,server,O
57,with,O
57,SSH,B-SSH
57,Key-RenderMaster,I-SSH
57,and,O
57,Firewall-RenderSafe,B-FIREWALL
57,.,O
57,Arrange,O
57,for,O
57,daily,B-BACKUP
57,backups,O
57,.,O
58,Set,O
58,up,O
58,a,O
58,Small,B-PLAN
58,plan,I-PLAN
58,server,O
58,CodeLab,B-SERVER
58,in,O
58,the,O
58,Sirius,B-DATACENTER
58,data,I-DATACENTER
58,center,I-DATACENTER
58,.,O
58,Requirements,O
58,2,B-CPU
58,CPU,I-CPU
58,cores,I-CPU
58,4GB,B-RAM
58,RAM,I-RAM
58,and,O
58,a,O
58,25GB,B-DISK
58,SSD,I-DISK
58,.,O
58,Attach,O
58,an,O
58,ExtraCode25,B-EXTRA_DISK
58,disk,O
58,for,O
58,more,O
58,storage,O
58,.,O
58,The,O
58,system,O
58,should,O
58,run,O
58,Debian,B-OS
58,10,I-OS
58,.,O
58,A,O
58,private,B-NETWORK
58,network,O
58,address,O
58,using,O
58,IPV6,B-PROTOCOL
58,is,O
58,necessary,O
58,along,O
58,with,O
58,SSH,B-SSH
58,Key-CodeAccess,I-SSH
58,and,O
58,Firewall-CodeShield,B-FIREWALL
58,.,O
58,Weekly,B-BACKUP
58,backups,O
58,are,O
58,preferred,O
58,.,O
59,Deploy,O
59,a,O
59,server,O
59,named,O
59,MediaHub,B-SERVER
59,with,O
59,a,O
59,Medium,B-PLAN
59,plan,I-PLAN
59,in,O
59,the,O
59,Spica,B-DATACENTER
59,data,I-DATACENTER
59,center,I-DATACENTER
59,.,O
59,It,O
59,needs,O
59,at,O
59,least,O
59,6,B-CPU
59,CPU,I-CPU
59,cores,I-CPU
59,16GB,B-RAM
59,RAM,I-RAM
59,and,O
59,a,O
59,primary,O
59,disk,O
59,of,O
59,80GB,B-DISK
59,SSD,I-DISK
59,.,O
59,Add,O
59,an,O
59,ExtraMedia80,B-EXTRA_DISK
59,disk,O
59,for,O
59,backup,O
59,storage,O
59,.,O
59,The,O
59,operating,O
59,system,O
59,should,O
59,be,O
59,Windows,B-OS
59,Server,I-OS
59,2019,I-OS
59,.,O
59,The,O
59,server's,O
59,network,O
59,address,O
59,needs,O
59,to,O
59,be,O
59,public,B-NETWORK
59,utilizing,O
59,IPV6,B-PROTOCOL
59,.,O
59,Attach,O
59,SSH,B-SSH
59,Key-MediaSecure,I-SSH
59,and,O
59,secure,O
59,it,O
59,with,O
59,Firewall-MediaDefend,B-FIREWALL
59,.,O
59,Set,O
59,for,O
59,weekly,B-BACKUP
59,backups,O
59,.,O
60,Establish,O
60,a,O
60,BackupServer,B-SERVER
60,under,O
60,a,O
60,Large,B-PLAN
60,plan,I-PLAN
60,in,O
60,the,O
60,Polaris,B-DATACENTER
60,data,I-DATACENTER
60,center,I-DATACENTER
60,.,O
60,Specifications,O
60,10,B-CPU
60,CPU,I-CPU
60,cores,I-CPU
60,32GB,B-RAM
60,RAM,I-RAM
60,120GB,B-DISK
60,SSD,I-DISK
60,plus,O
60,an,O
60,ExtraBackup120,B-EXTRA_DISK
60,disk,O
60,.,O
60,Use,O
60,CentOS,B-OS
60,8,I-OS
60,for,O
60,the,O
60,OS,O
60,a,O
60,private,B-NETWORK
60,IPV4,B-PROTOCOL
60,network,O
60,address,O
60,SSH,B-SSH
60,Key-BackupKey01,I-SSH
60,and,O
60,Firewall-BackupGate,B-FIREWALL
60,.,O
60,Daily,B-BACKUP
60,backups,O
60,are,O
60,required,O
60,.,O
61,Request,O
61,a,O
61,Medium,B-PLAN
61,AppBuild,B-SERVER
61,server,O
61,in,O
61,the,O
61,Rigel,B-DATACENTER
61,data,I-DATACENTER
61,center,I-DATACENTER
61,.,O
61,Equip,O
61,it,O
61,with,O
61,4,B-CPU
61,CPU,I-CPU
61,cores,I-CPU
61,8GB,B-RAM
61,RAM,I-RAM
61,a,O
61,50GB,B-DISK
61,SSD,I-DISK
61,and,O
61,an,O
61,ExtraBuild50,B-EXTRA_DISK
61,.,O
61,The,O
61,system,O
61,should,O
61,run,O
61,Ubuntu,B-OS
61,18.04,I-OS
61,.,O
61,Ensure,O
61,a,O
61,public,B-NETWORK
61,network,O
61,address,O
61,using,O
61,the,O
61,IPV6,B-PROTOCOL
61,protocol,O
61,.,O
61,Use,O
61,SSH,B-SSH
61,Key-BuildSecure,I-SSH
61,and,O
61,Firewall-AppProtect,B-FIREWALL
61,for,O
61,security,O
61,.,O
61,Monthly,B-BACKUP
61,backups,O
61,.,O
62,Provision,O
62,a,O
62,DevTest,B-SERVER
62,server,O
62,in,O
62,the,O
62,Capella,B-DATACENTER
62,data,I-DATACENTER
62,center,I-DATACENTER
62,under,O
62,a,O
62,Small,B-PLAN
62,plan,I-PLAN
62,.,O
62,It,O
62,should,O
62,have,O
62,3,B-CPU
62,CPU,I-CPU
62,cores,I-CPU
62,6GB,B-RAM
62,RAM,I-RAM
62,and,O
62,a,O
62,30GB,B-DISK
62,SSD,I-DISK
62,.,O
62,Attach,O
62,ExtraDevTest30,B-EXTRA_DISK
62,for,O
62,additional,O
62,space,O
62,.,O
62,The,O
62,operating,O
62,system,O
62,should,O
62,be,O
62,Debian,B-OS
62,9,I-OS
62,.,O
62,The,O
62,network,O
62,address,O
62,should,O
62,be,O
62,public,B-NETWORK
62,using,O
62,IPV4,B-PROTOCOL
62,protocol,O
62,.,O
62,Include,O
62,SSH,B-SSH
62,Key-TestKey,I-SSH
62,and,O
62,Firewall-TestGuard,B-FIREWALL
62,for,O
62,security,O
62,.,O
62,Weekly,B-BACKUP
62,backups,O
62,are,O
62,preferred,O
62,.,O
63,Set,O
63,up,O
63,a,O
63,DataFlow,B-SERVER
63,server,O
63,in,O
63,the,O
63,Vega,B-DATACENTER
63,data,I-DATACENTER
63,center,I-DATACENTER
63,with,O
63,a,O
63,Large,B-PLAN
63,plan,I-PLAN
63,.,O
63,The,O
63,server,O
63,must,O
63,feature,O
63,8,B-CPU
63,CPU,I-CPU
63,cores,I-CPU
63,32GB,B-RAM
63,RAM,I-RAM
63,a,O
63,primary,O
63,120GB,B-DISK
63,SSD,I-DISK
63,and,O
63,an,O
63,ExtraData120,B-EXTRA_DISK
63,.,O
63,Install,O
63,Ubuntu,B-OS
63,20.04,I-OS
63,ensure,O
63,a,O
63,private,B-NETWORK
63,IPV6,B-PROTOCOL
63,network,O
63,address,O
63,.,O
63,attach,O
63,SSH,B-SSH
63,Key-FlowMaster,I-SSH
63,and,O
63,Firewall-DataFlowShield,B-FIREWALL
63,.,O
63,Opt,O
63,for,O
63,daily,B-BACKUP
63,backups,O
63,.,O
64,Deploy,O
64,a,O
64,Small,B-PLAN
64,plan,I-PLAN
64,WebServe01,B-SERVER
64,server,O
64,in,O
64,the,O
64,Deneb,B-DATACENTER
64,data,I-DATACENTER
64,center,I-DATACENTER
64,.,O
64,Specifications,O
64,2,B-CPU
64,CPU,I-CPU
64,cores,I-CPU
64,4GB,B-RAM
64,RAM,I-RAM
64,20GB,B-DISK
64,SSD,I-DISK
64,and,O
64,an,O
64,ExtraWeb20,B-EXTRA_DISK
64,.,O
64,Preferred,O
64,OS,O
64,is,O
64,CentOS,B-OS
64,8,I-OS
64,with,O
64,a,O
64,public,B-NETWORK
64,IPV6,B-PROTOCOL
64,network,O
64,address,O
64,.,O
64,Include,O
64,SSH,B-SSH
64,Key-ServeAccess,I-SSH
64,and,O
64,Firewall-WebSafe,B-FIREWALL
64,.,O
64,Schedule,O
64,weekly,B-BACKUP
64,backups,O
64,.,O
65,Create,O
65,a,O
65,ComputeNode,B-SERVER
65,server,O
65,under,O
65,a,O
65,Medium,B-PLAN
65,plan,I-PLAN
65,in,O
65,the,O
65,Betelgeuse,B-DATACENTER
65,data,I-DATACENTER
65,center,I-DATACENTER
65,.,O
65,It,O
65,needs,O
65,5,B-CPU
65,CPU,I-CPU
65,cores,I-CPU
65,12GB,B-RAM
65,RAM,I-RAM
65,a,O
65,70GB,B-DISK
65,SSD,I-DISK
65,and,O
65,an,O
65,ExtraCompute70,B-EXTRA_DISK
65,disk,O
65,.,O
65,The,O
65,server,O
65,should,O
65,run,O
65,on,O
65,Windows,B-OS
65,Server,I-OS
65,2016,I-OS
65,.,O
65,A,O
65,private,B-NETWORK
65,network,O
65,address,O
65,using,O
65,IPV4,B-PROTOCOL
65,is,O
65,necessary,O
65,along,O
65,with,O
65,SSH,B-SSH
65,Key-Compute01,I-SSH
65,and,O
65,Firewall-NodeProtect,B-FIREWALL
65,.,O
65,Arrange,O
65,for,O
65,monthly,B-BACKUP
65,backups,O
65,.,O
66,Establish,O
66,a,O
66,Streamline02,B-SERVER
66,server,O
66,in,O
66,the,O
66,Antares,B-DATACENTER
66,data,I-DATACENTER
66,center,I-DATACENTER
66,with,O
66,a,O
66,Large,B-PLAN
66,plan,I-PLAN
66,.,O
66,It,O
66,should,O
66,have,O
66,10,B-CPU
66,CPU,I-CPU
66,cores,I-CPU
66,48GB,B-RAM
66,RAM,I-RAM
66,a,O
66,primary,O
66,180GB,B-DISK
66,SSD,I-DISK
66,and,O
66,an,O
66,additional,O
66,disk,O
66,StreamExtra180,B-EXTRA_DISK
66,.,O
66,Install,O
66,Debian,B-OS
66,11,I-OS
66,ensure,O
66,a,O
66,public,B-NETWORK
66,IPV4,B-PROTOCOL
66,network,O
66,address,O
66,.,O
66,add,O
66,SSH,B-SSH
66,Key-Stream02,I-SSH
66,and,O
66,Firewall-StreamGuard,B-FIREWALL
66,.,O
66,Daily,B-BACKUP
66,backups,O
66,are,O
66,required,O
66,.,O
67,I,O
67,require,O
67,a,O
67,server,O
67,named,O
67,NetSecure,B-SERVER
67,in,O
67,the,O
67,Orion,B-DATACENTER
67,data,I-DATACENTER
67,center,I-DATACENTER
67,with,O
67,a,O
67,Medium,B-PLAN
67,plan,I-PLAN
67,.,O
67,Equip,O
67,it,O
67,with,O
67,6,B-CPU
67,CPU,I-CPU
67,cores,I-CPU
67,16GB,B-RAM
67,RAM,I-RAM
67,a,O
67,90GB,B-DISK
67,SSD,I-DISK
67,and,O
67,ExtraNet90,B-EXTRA_DISK
67,.,O
67,The,O
67,server,O
67,should,O
67,run,O
67,Ubuntu,B-OS
67,18.04,I-OS
67,.,O
67,The,O
67,network,O
67,address,O
67,should,O
67,be,O
67,private,B-NETWORK
67,utilizing,O
67,IPV6,B-PROTOCOL
67,protocol,O
67,.,O
67,Use,O
67,SSH,B-SSH
67,Key-SecureNet,I-SSH
67,and,O
67,Firewall-NetSafe,B-FIREWALL
67,.,O
67,Set,O
67,for,O
67,weekly,B-BACKUP
67,backups,O
67,.,O
68,Create,O
68,a,O
68,DevMonitor,B-SERVER
68,in,O
68,the,O
68,Aldebaran,B-DATACENTER
68,data,I-DATACENTER
68,center,I-DATACENTER
68,under,O
68,a,O
68,Small,B-PLAN
68,plan,I-PLAN
68,.,O
68,It,O
68,needs,O
68,2,B-CPU
68,CPU,I-CPU
68,cores,I-CPU
68,4GB,B-RAM
68,RAM,I-RAM
68,and,O
68,a,O
68,30GB,B-DISK
68,SSD,I-DISK
68,.,O
68,Add,O
68,an,O
68,ExtraMonitor30,B-EXTRA_DISK
68,for,O
68,additional,O
68,storage,O
68,.,O
68,The,O
68,operating,O
68,system,O
68,should,O
68,be,O
68,CentOS,B-OS
68,7,I-OS
68,.,O
68,Ensure,O
68,a,O
68,public,B-NETWORK
68,network,O
68,address,O
68,with,O
68,IPV4,B-PROTOCOL
68,and,O
68,include,O
68,SSH,B-SSH
68,Key-MonitorKey,I-SSH
68,and,O
68,Firewall-DevGuard,B-FIREWALL
68,.,O
68,Opt,O
68,for,O
68,monthly,B-BACKUP
68,backups,O
68,.,O
69,Deploy,O
69,a,O
69,VideoEdit,B-SERVER
69,server,O
69,in,O
69,the,O
69,Procyon,B-DATACENTER
69,data,I-DATACENTER
69,center,I-DATACENTER
69,with,O
69,a,O
69,Large,B-PLAN
69,plan,I-PLAN
69,.,O
69,It,O
69,should,O
69,have,O
69,12,B-CPU
69,CPU,I-CPU
69,cores,I-CPU
69,64GB,B-RAM
69,RAM,I-RAM
69,a,O
69,primary,O
69,250GB,B-DISK
69,SSD,I-DISK
69,and,O
69,ExtraVideo250,B-EXTRA_DISK
69,.,O
69,OS,O
69,Windows,B-OS
69,Server,I-OS
69,2022,I-OS
69,network,O
69,private,B-NETWORK
69,IPV6,B-PROTOCOL
69,.,O
69,add,O
69,SSH,B-SSH
69,Key-EditMaster,I-SSH
69,and,O
69,Firewall-VideoSafe,B-FIREWALL
69,.,O
69,Daily,B-BACKUP
69,backups,O
69,.,O
70,Request,O
70,a,O
70,Medium,B-PLAN
70,AppInterface,B-SERVER
70,server,O
70,in,O
70,the,O
70,Sirius,B-DATACENTER
70,data,I-DATACENTER
70,center,I-DATACENTER
70,.,O
70,Specifications,O
70,5,B-CPU
70,CPU,I-CPU
70,cores,I-CPU
70,10GB,B-RAM
70,RAM,I-RAM
70,60GB,B-DISK
70,SSD,I-DISK
70,and,O
70,ExtraApp60,B-EXTRA_DISK
70,.,O
70,The,O
70,server,O
70,should,O
70,run,O
70,on,O
70,Ubuntu,B-OS
70,20.04,I-OS
70,with,O
70,a,O
70,public,B-NETWORK
70,IPV4,B-PROTOCOL
70,network,O
70,address,O
70,SSH,B-SSH
70,Key-AppAccess,I-SSH
70,and,O
70,Firewall-AppShield,B-FIREWALL
70,.,O
70,Monthly,B-BACKUP
70,backups,O
70,.,O
71,Set,O
71,up,O
71,a,O
71,CloudData,B-SERVER
71,server,O
71,under,O
71,a,O
71,Small,B-PLAN
71,plan,I-PLAN
71,in,O
71,the,O
71,Arcturus,B-DATACENTER
71,data,I-DATACENTER
71,center,I-DATACENTER
71,.,O
71,Require,O
71,3,B-CPU
71,CPU,I-CPU
71,cores,I-CPU
71,6GB,B-RAM
71,RAM,I-RAM
71,and,O
71,a,O
71,35GB,B-DISK
71,SSD,I-DISK
71,along,O
71,with,O
71,ExtraCloud35,B-EXTRA_DISK
71,.,O
71,OS,O
71,preference,O
71,is,O
71,Debian,B-OS
71,10,I-OS
71,with,O
71,a,O
71,private,B-NETWORK
71,IPV6,B-PROTOCOL
71,address,O
71,SSH,B-SSH
71,Key-CloudSecure,I-SSH
71,and,O
71,Firewall-CloudGuard,B-FIREWALL
71,.,O
71,Weekly,B-BACKUP
71,backups,O
71,.,O
72,Establish,O
72,a,O
72,DataModel,B-SERVER
72,server,O
72,in,O
72,the,O
72,Fomalhaut,B-DATACENTER
72,data,I-DATACENTER
72,center,I-DATACENTER
72,with,O
72,a,O
72,Large,B-PLAN
72,plan,I-PLAN
72,.,O
72,It,O
72,needs,O
72,10,B-CPU
72,CPU,I-CPU
72,cores,I-CPU
72,32GB,B-RAM
72,RAM,I-RAM
72,160GB,B-DISK
72,SSD,I-DISK
72,and,O
72,an,O
72,extra,O
72,disk,O
72,ModelExtra160,B-EXTRA_DISK
72,.,O
72,Install,O
72,CentOS,B-OS
72,8,I-OS
72,ensure,O
72,a,O
72,public,B-NETWORK
72,IPV4,B-PROTOCOL
72,network,O
72,address,O
72,secure,O
72,it,O
72,with,O
72,SSH,B-SSH
72,Key-ModelKey,I-SSH
72,and,O
72,Firewall-DataModel,B-FIREWALL
72,.,O
72,Opt,O
72,for,O
72,daily,B-BACKUP
72,backups,O
72,.,O
73,I,O
73,need,O
73,a,O
73,Medium,B-PLAN
73,WebAnalysis,B-SERVER
73,server,O
73,in,O
73,the,O
73,Bellatrix,B-DATACENTER
73,data,I-DATACENTER
73,center,I-DATACENTER
73,.,O
73,It,O
73,should,O
73,have,O
73,4,B-CPU
73,CPU,I-CPU
73,cores,I-CPU
73,8GB,B-RAM
73,RAM,I-RAM
73,a,O
73,50GB,B-DISK
73,SSD,I-DISK
73,and,O
73,ExtraWeb50,B-EXTRA_DISK
73,.,O
73,The,O
73,operating,O
73,system,O
73,should,O
73,be,O
73,Windows,B-OS
73,Server,I-OS
73,2019,I-OS
73,.,O
73,A,O
73,private,B-NETWORK
73,IPV6,B-PROTOCOL
73,network,O
73,address,O
73,is,O
73,required,O
73,along,O
73,with,O
73,SSH,B-SSH
73,Key-WebAnalytic,I-SSH
73,and,O
73,Firewall-WebSecure,B-FIREWALL
73,.,O
73,Monthly,B-BACKUP
73,backups,O
73,.,O
74,Configure,O
74,a,O
74,server,O
74,IoTControl,B-SERVER
74,in,O
74,the,O
74,Pollux,B-DATACENTER
74,data,I-DATACENTER
74,center,I-DATACENTER
74,under,O
74,a,O
74,Small,B-PLAN
74,plan,I-PLAN
74,.,O
74,Specifications,O
74,2,B-CPU
74,CPU,I-CPU
74,cores,I-CPU
74,4GB,B-RAM
74,RAM,I-RAM
74,20GB,B-DISK
74,SSD,I-DISK
74,plus,O
74,ExtraIoT20,B-EXTRA_DISK
74,.,O
74,Use,O
74,Ubuntu,B-OS
74,18.04,I-OS
74,ensure,O
74,a,O
74,public,B-NETWORK
74,IPV4,B-PROTOCOL
74,network,O
74,address,O
74,.,O
74,attach,O
74,SSH,B-SSH
74,Key-IoTMaster,I-SSH
74,and,O
74,equip,O
74,with,O
74,Firewall-IoTShield,B-FIREWALL
74,.,O
74,Weekly,B-BACKUP
74,backups,O
74,.,O
75,Provision,O
75,a,O
75,MediaServer02,B-SERVER
75,in,O
75,the,O
75,Electra,B-DATACENTER
75,data,I-DATACENTER
75,center,I-DATACENTER
75,under,O
75,a,O
75,Large,B-PLAN
75,plan,I-PLAN
75,.,O
75,Requirements,O
75,10,B-CPU
75,CPU,I-CPU
75,cores,I-CPU
75,48GB,B-RAM
75,RAM,I-RAM
75,and,O
75,a,O
75,220GB,B-DISK
75,SSD,I-DISK
75,.,O
75,Add,O
75,an,O
75,ExtraMedia220,B-EXTRA_DISK
75,disk,O
75,.,O
75,Operating,O
75,system,O
75,should,O
75,be,O
75,Windows,B-OS
75,Server,I-OS
75,2019,I-OS
75,with,O
75,a,O
75,public,B-NETWORK
75,IPV6,B-PROTOCOL
75,network,O
75,address,O
75,.,O
75,Include,O
75,SSH,B-SSH
75,Key-Media02,I-SSH
75,and,O
75,Firewall-MediaProtect,B-FIREWALL
75,.,O
75,Schedule,O
75,for,O
75,daily,B-BACKUP
75,backups,O
75,.,O
76,I,O
76,require,O
76,a,O
76,Medium,B-PLAN
76,server,O
76,DataLab,B-SERVER
76,in,O
76,the,O
76,Orion,B-DATACENTER
76,data,I-DATACENTER
76,center,I-DATACENTER
76,.,O
76,Equip,O
76,it,O
76,with,O
76,6,B-CPU
76,CPU,I-CPU
76,cores,I-CPU
76,12GB,B-RAM
76,RAM,I-RAM
76,a,O
76,70GB,B-DISK
76,SSD,I-DISK
76,and,O
76,ExtraLab70,B-EXTRA_DISK
76,.,O
76,The,O
76,server,O
76,should,O
76,run,O
76,on,O
76,CentOS,B-OS
76,8,I-OS
76,.,O
76,Ensure,O
76,a,O
76,private,B-NETWORK
76,network,O
